gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,annotated cluster,cell type,meta cell type identity,
Acta2,0,2.79109546149222,0.585,0.018,0,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Sparc,0,2.72972839039885,0.915,0.16,0,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Col3a1,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000334204669344545,2.5205827138079,0.674,0.057,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000782038926266235,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Fstl1,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000959896688500986,2.35913974678593,0.56,0.029,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000224615825109231,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Cald1,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000137298565634523,2.27953503795598,0.622,0.055,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000321278643584783,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Tpm1,0,2.27318776843915,0.772,0.142,0,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Tpm2,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000499025938725257,2.16228602507671,0.469,0.015,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011677206966171,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Col5a2,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011844622729375,2.14102094255511,0.432,0.019,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000277164171867375,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Ctgf,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000555311396372713,2.03503828311016,0.359,0.014,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000129942866751215,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Lox,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000293075992556647,1.98602852598743,0.382,0.014,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000685797822582553,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Tagln,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000021425086174419,1.94741414316038,0.363,0.007,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000501347016481404,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Tnc,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000478918847478587,1.94080778336682,0.315,0.006,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000112067010309989,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Thbs1,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000136777926256753,1.91584867214494,0.4,0.039,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000320060347440802,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Lgals1,0,1.89555140754095,0.913,0.356,0,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Fst,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000055157905531831,1.88522438672934,0.322,0.004,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000129069498944485,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Cthrc1,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000243463421028101,1.85362871089465,0.251,0.004,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000569704405205757,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Serpinh1,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000119736636760755,1.81532724979491,0.44,0.04,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000280183730020167,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Nrep,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000889611951225418,1.80789854556197,0.303,0.011,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000208169196586748,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Col6a3,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000552491509221327,1.79991266435598,0.309,0.008,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000129283013157791,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Ppic,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000122338558626539,1.78414929752055,0.436,0.047,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000286272227186102,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Mfap5,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000152470438286547,1.7767011968737,0.297,0.012,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000356780825590521,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Col5a1,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011899565090983,1.7569713535369,0.319,0.007,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000278449823129001,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Postn,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102732427443846,1.75348166569493,0.251,0.006,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002403938802186,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Fbn1,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000528497747035936,1.73037994186614,0.334,0.014,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000123668472806409,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Grem1,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000875234801670637,1.69546495241488,0.185,0.001,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000204804943590929,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Bgn,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000769301967605026,1.68461376515543,0.458,0.052,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000180016660419576,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Fbln2,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301551087415242,1.64244650381025,0.313,0.014,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000705629544551666,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Mt2,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000372480218284804,1.60153314601719,0.461,0.128,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000871603710786442,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Sparcl1,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000704152502577267,1.57285150200992,0.413,0.071,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016477168560308,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Loxl2,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000862927989571583,1.56734111798084,0.253,0.006,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020192514955975,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Fermt2,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000391773325079289,1.54761437177745,0.361,0.043,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000916749580685537,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Igfbp7,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000765859277969041,1.54526582117012,0.409,0.054,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000179211071044756,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Sfrp1,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000401501324299375,1.53937911203059,0.237,0.009,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000939513098860537,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Actg2,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000163845674074926,1.47825243366468,0.214,0.003,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000383398877335327,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Itgb1,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000288878255484634,1.45210535525956,0.656,0.243,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000675975117834043,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Fn1,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000503830049563938,1.42338529626934,0.653,0.213,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000117896231597962,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Des,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000411926343995548,1.41106106336781,0.226,0.005,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000963907644949582,18,Myofibroblasts,Fibroblasts,Fibroblasts,
S100a6,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000603812283269607,1.39814105299087,0.84,0.358,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000141292074285088,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Serpine1,0.00000000000000000000000000000000000000000000000000000000000000000000000000000526619784675788,1.39248122819308,0.224,0.02,0.000000000000000000000000000000000000000000000000000000000000000000000000123229029614134,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Col5a3,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000796959640138243,1.30849042110408,0.172,0.002,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000186488555792349,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Myl9,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000672273008915869,1.30028222344976,0.187,0.007,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000157311884086313,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Cxcl14,0.00000000000000000000000000000000000000000000000000000000000000000000000010942477093575,1.28684493523251,0.193,0.014,0.00000000000000000000000000000000000000000000000000000000000000000000256053963989655,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Prkg2,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000266317010447221,1.27445058669343,0.203,0.003,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000623181804446498,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Inhba,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000911125658847699,1.26756105620371,0.174,0.003,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000213203404170362,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Cyr61,0.000000000000000000000000000000000000000000000000000000000000000000000000130809337738348,1.2600367563193,0.212,0.018,0.00000000000000000000000000000000000000000000000000000000000000000000306093850307735,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Gpx3,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000162831636707449,1.25168063567137,0.365,0.064,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000381026029895432,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Lamb1,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000705317344852158,1.22083314406871,0.195,0.01,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000165044258695405,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Tpm4,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000105732156718591,1.19834508662807,0.556,0.187,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000247413246721502,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Rcn3,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000974366907702226,1.19299015938857,0.245,0.02,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000228001856402321,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Rbp1,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000296006183037051,1.19204840357386,0.22,0.016,0.000000000000000000000000000000000000000000000000000000000000000000000000000000006926544683067,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Col6a1,0.0000000000000000000000000000000000000000000000000000000000331622121885045,1.16500024466498,0.243,0.04,0.000000000000000000000000000000000000000000000000000000775995765211006,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Adamts1,0.000000000000000000000000000000000000000000000000000000000982917968365609,1.15947313961766,0.193,0.021,0.0000000000000000000000000000000000000000000000000000230002804597553,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Col6a2,0.00000000000000000000000000000000000000000000000000000000000000000961183587151341,1.15506566974447,0.201,0.019,0.000000000000000000000000000000000000000000000000000000000000224916959393414,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Tubb6,0.00000000000000000000000000000000000000000000000000000000000209710925593224,1.14406962746982,0.255,0.041,0.0000000000000000000000000000000000000000000000000000000490723565888145,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Cnn3,0.0000000000000000000000000000000000000000000000000000000000000000000000000000623535850139088,1.13889930458073,0.253,0.029,0.00000000000000000000000000000000000000000000000000000000000000000000000145907388932547,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Nrcam,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000773690983661043,1.13309079951327,0.147,0.002,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000181043690176684,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Tnfrsf12a,0.0000000000000000000000000000000000000000000000000000000000000000000174037796899681,1.1324919944445,0.255,0.034,0.000000000000000000000000000000000000000000000000000000000000000407248444745253,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Tuba1a,0.0000000000000000000000000000000000000000000000000000000000000000000000000000612443294609711,1.11934224469066,0.407,0.095,0.00000000000000000000000000000000000000000000000000000000000000000000000143311730938672,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Aebp1,0.00000000000000000000000000000000000000000000000000000000000000000000000000115536569418752,1.11035997232855,0.278,0.04,0.000000000000000000000000000000000000000000000000000000000000000000000027035557243988,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Dpt,0.00000000000000000000000000000000000000000000000000000000000000108017786577453,1.09862946164037,0.162,0.011,0.0000000000000000000000000000000000000000000000000000000000252761620591241,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Fkbp7,0.000000000000000000000000000000000000000000000000000000000000000000000000000000174559442806353,1.0885181598818,0.214,0.017,0.00000000000000000000000000000000000000000000000000000000000000000000000000408469096166866,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Anxa1,0.000000000000000000000000000000000000000000000000000000000000000000000000000000844821151098141,1.08443575326019,0.618,0.264,0.0000000000000000000000000000000000000000000000000000000000000000000000000197688149356965,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Nupr1,0.000000000000000000000000000000000000000000000280017578816136,1.07187868971049,0.4,0.146,0.00000000000000000000000000000000000000000655241134429759,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Lbh,0.00000000000000000000000000000000000000000000000000000000000000000000000000000407849704257093,1.07144065077629,0.266,0.034,0.0000000000000000000000000000000000000000000000000000000000000000000000000954368307961597,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Ltbp2,0.0000000000000000000000000000000000000000000000000000000000000000000000000197710693283879,1.06588066416082,0.137,0.004,0.000000000000000000000000000000000000000000000000000000000000000000000462643022284278,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Vcan,0.00000000000000000000000000000000000000000000000000032765182061088,1.06307773760572,0.158,0.014,0.0000000000000000000000000000000000000000000000076670526022946,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Palld,0.0000000000000000000000000000000000000000000000000000000000000000000010822723076913,1.05153645312158,0.166,0.009,0.0000000000000000000000000000000000000000000000000000000000000000253251719999765,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Calu,0.0000000000000000000000000000000000000000000000000000000000025427084350928,1.05054140533415,0.278,0.05,0.0000000000000000000000000000000000000000000000000000000594993773811715,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Ccdc80,0.00000000000000000000000000000000000000000000000000000000282972690540956,1.04915846884066,0.239,0.038,0.0000000000000000000000000000000000000000000000000000662156095865838,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Wisp1,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000297126360171967,1.04284127570641,0.141,0.002,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000695275682802402,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Pcolce,0.00000000000000000000000000000000000000000000000000000000000000000000000135986391145494,1.04201112792621,0.216,0.021,0.0000000000000000000000000000000000000000000000000000000000000000000318208155280455,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Timp3,0.0000000000000000000000000000000000000000000000000282522661706391,1.04049541026287,0.303,0.074,0.000000000000000000000000000000000000000000000661103028392956,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Vim,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000824020237407899,1.03905966864041,0.813,0.433,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000192820735553448,18,Myofibroblasts,Fibroblasts,Fibroblasts,
0610007N19Rik,0.000000000000000000000000000000000000000000000000000000000000000000000104915641747844,1.03795437109297,0.203,0.018,0.00000000000000000000000000000000000000000000000000000000000000000245502601689954,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Mylk,0.0000000000000000000000000000000000000000000000000000000838277160167379,1.02943527838004,0.193,0.023,0.00000000000000000000000000000000000000000000000000196156855479167,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Rcn1,0.000000000000000000000000000000000000000000000000000000000118115277704576,1.01652960156317,0.143,0.008,0.00000000000000000000000000000000000000000000000000000276389749828707,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Cryab,0.0000000000000000000000000000000000000000000000000000000000000135044442959734,1.01539152227531,0.241,0.035,0.000000000000000000000000000000000000000000000000000000000316003996525777,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Fhl1,0.000000000000000000000000000000000000000000000104081357671878,1.00639139048156,0.187,0.027,0.00000000000000000000000000000000000000000243550376952194,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Prkcdbp,0.00000000000000000000000000000000000000000000000000000000017047465376246,1.00250899046875,0.183,0.019,0.00000000000000000000000000000000000000000000000000000398910689804156,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Eln,0.00000000000000000000000000000000000000317386257761271,0.999838433719104,0.133,0.015,0.0000000000000000000000000000000000742683843161374,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Csf1,0.0000000000000000000000000000000000000000000000000111587656329822,0.991262245167154,0.149,0.013,0.000000000000000000000000000000000000000000000261115115811783,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Mmp2,0.00000000000000000000000000000000000000000000000000000000000190815874492891,0.988448775657357,0.153,0.01,0.0000000000000000000000000000000000000000000000000000000446509146313365,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Col12a1,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000031559166401104,0.986303238609971,0.16,0.004,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000738484493785833,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Mxra8,0.0000000000000000000000000000000000000000000000000467245042799343,0.969444808363796,0.158,0.016,0.00000000000000000000000000000000000000000000109335340015046,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Srpx2,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000380903175951818,0.962699863364206,0.129,0.001,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000891313431727255,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Lman1,0.00000000000000000000000000000000000000000031333316405166,0.959770096077625,0.278,0.071,0.00000000000000000000000000000000000000733199603880884,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Spp1,0.000000000000000000000000000000000000000288847469253517,0.952127984999221,0.751,0.486,0.00000000000000000000000000000000000675903078053229,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Spon1,0.000000000000000000000000000000000000000000000000523894831769055,0.951742576016199,0.131,0.009,0.0000000000000000000000000000000000000000000122591390633959,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Col4a1,0.000000000000000000000000000000000000000000344579477901382,0.949731916019003,0.278,0.071,0.00000000000000000000000000000000000000806315978289233,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Ckap4,0.000000000000000000000000000000000000000000907802368413365,0.943394430481416,0.17,0.024,0.0000000000000000000000000000000000000212425754208727,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Car2,0.00000000000000000000000000000000000000181265896849722,0.941534454983191,0.185,0.032,0.0000000000000000000000000000000000424162198628349,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Phldb2,0.0000000000000000000000000000000000000000449551961748538,0.933414443180695,0.241,0.058,0.00000000000000000000000000000000000105195159049158,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Nid1,0.00000000000000000000000000000000000000000000000000000000317517900231253,0.932901143070633,0.16,0.013,0.0000000000000000000000000000000000000000000000000000742991886541132,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Prrx1,0.000000000000000000000000000000000000000000000000000000000000000130210900490699,0.932181042070041,0.122,0.004,0.00000000000000000000000000000000000000000000000000000000000304693507148235,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Myh10,0.0000000000000000000000000000000000000000000000000000000097005607599366,0.932170785129601,0.16,0.014,0.000000000000000000000000000000000000000000000000000226993121782516,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Nme2,0.00000000000000000000000000000000000000000000168714285818754,0.914776906810043,0.371,0.121,0.0000000000000000000000000000000000000000394791428815885,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Pls3,0.000000000000000000000000000000000000000000000000000197794357741163,0.906116882324656,0.234,0.04,0.00000000000000000000000000000000000000000000000462838797114322,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Col4a2,0.0000000000000000000000000000000000000511383310060597,0.896372302954991,0.21,0.047,0.0000000000000000000000000000000011966369455418,18,Myofibroblasts,Fibroblasts,Fibroblasts,
RP23-103I12.13,0.000000000000000000000000000000000000000000000000000000000000000000148461487557204,0.893437411179775,0.125,0.004,0.00000000000000000000000000000000000000000000000000000000000000347399880883858,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Fam114a1,0.0000000000000000000000000000000000000000000000000000000000542637204695052,0.889370712603744,0.162,0.013,0.00000000000000000000000000000000000000000000000000000126977105898642,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Prss23,0.0000000000000000000000000000000000000000000000000000000227815113885192,0.878741780572853,0.183,0.023,0.00000000000000000000000000000000000000000000000000053308736649135,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Hdlbp,0.00000000000000000000000000000000000000106819074232857,0.872758506916541,0.299,0.088,0.0000000000000000000000000000000000249956633704885,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Cdh11,0.00000000000000000000000000000000000000000000000000000000173131433431555,0.872398312401854,0.141,0.009,0.0000000000000000000000000000000000000000000000000000405127554229839,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Ikbip,0.0000000000000000000000000000000000000123673745163334,0.872092189247996,0.133,0.015,0.000000000000000000000000000000000289396563682202,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Sdc2,0.0000000000000000000000000000000000000000000292204582379573,0.86486226580362,0.135,0.012,0.0000000000000000000000000000000000000006837587227682,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Fgf7,0.000000000000000000000000000000000000000000000000000000481211958444471,0.860869764413522,0.104,0.003,0.0000000000000000000000000000000000000000000000000112603598276006,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Selm,0.0000000000000000000000000000000000000000000000000000145698155258195,0.853667946827766,0.191,0.025,0.000000000000000000000000000000000000000000000000340933683304175,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Loxl1,0.00000000000000000000000000000000000000000127652524044752,0.844540273358383,0.118,0.01,0.0000000000000000000000000000000000000298706906264719,18,Myofibroblasts,Fibroblasts,Fibroblasts,
